01ae0001011b0502: Franklin|Franklin|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
01af0001011c0502: Jingle|Jingle|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
01b0000100520502: Tortimer|Tortimer|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
01b1000100b20502: Shrunk|Shrunk|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
01b10101017b0502: Shrunk - Loud Jacket|Shrunk|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
01b3000100b50502: Blanca|Blanca|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
01b4000101130502: Leif|Leif|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
01b5000100510502: Luna|Luna|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
01b6000100ae0502: Katie|Katie|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
01c1000002440502: Lottie|Lottie|Animal Crossing|Animal Crossing|Figure|au.2015-11-21,na.2015-11-22,eu.2015-11-20,jp.2015-11-21
01c1000100540502: Lottie|Lottie|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
01c10101017a0502: Lottie - Black Skirt And Bow|Lottie|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
01c1020103bb0502: Lottie - Island|Lottie|Animal Crossing|Animal Crossing|Card|au.2021-11-05,na.2021-11-05,eu.2021-11-05,jp.2021-11-05
0200000100a10502: Cyrano|Cyrano|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02010001016a0502: Antonio|Antonio|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0202000101030502: Pango|Pango|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02030001019a0502: Anabelle|Anabelle|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0206000103120502: Snooty|Snooty|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0208000100960502: Annalisa|Annalisa|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02090001019f0502: Olaf|Olaf|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0214000100e40502: Teddy|Teddy|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0215000101820502: Pinky|Pinky|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0216000100570502: Curt|Curt|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0217000101b30502: Chow|Chow|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02190001007e0502: Nate|Nate|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
021a000100da0502: Groucho|Groucho|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
021b000100800502: Tutu|Tutu|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
021c000102f70502: Ursala|Ursala|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
021d000101cd0502: Grizzly|Grizzly|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
021e000101230502: Paula|Paula|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
021f000103170502: Ike|Ike|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0220000100fd0502: Charlise|Charlise|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02210001013c0502: Beardo|Beardo|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0222000101440502: Klaus|Klaus|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
022d000100f20502: Jay|Jay|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
022e000101d30502: Robin|Robin|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
022f0001011e0502: Anchovy|Anchovy|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0230000101d20502: Twiggy|Twiggy|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02310001006a0502: Jitters|Jitters|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0232000102ea0502: Piper|Piper|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0233000103060502: Admiral|Admiral|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0235000100840502: Midge|Midge|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0238000102f80502: Jacob|Jacob|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
023c000100bd0502: Lucha|Lucha|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
023d000101b50502: Jacques|Jacques|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
023e000100d10502: Peck|Peck|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
023f000101660502: Sparro|Sparro|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
024a000101d10502: Angus|Angus|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
024b000101260502: Rodeo|Rodeo|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
024d000102f60502: Stu|Stu|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
024f000100810502: T-Bone|T-Bone|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0251000100c10502: Coach|Coach|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0252000100fe0502: Vic|Vic|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
025d000100550502: Bob|Bob|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
025e000101250502: Mitzi|Mitzi|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
025f000101c50502: Rosie|Rosie|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
025f000101d70502: Rosie - Amiibo Festival|Rosie|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2015-11-13,eu.2015-11-20,jp.2015-11-21
0260000100d20502: Olivia|Olivia|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0261000100650502: Kiki|Kiki|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0262000101370502: Tangy|Tangy|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0263000100750502: Punchy|Punchy|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0264000101ac0502: Purrl|Purrl|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0265000101540502: Moe|Moe|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0266000100680502: Kabuki|Kabuki|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0267000101080502: Kid Cat|Kid Cat|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02680001007d0502: Monique|Monique|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02690001011f0502: Tabby|Tabby|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
026a000101460502: Stinky|Stinky|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
026b000100e90502: Kitty|Kitty|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
026c000100c30502: Tom|Tom|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
026d0001013f0502: Merry|Merry|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
026e000100ba0502: Felicity|Felicity|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
026f000101900502: Lolly|Lolly|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0270000100ff0502: Ankha|Ankha|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02710001019b0502: Rudy|Rudy|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0272000101860502: Katt|Katt|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
027d000100630502: Bluebear|Bluebear|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
027e000101690502: Maple|Maple|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
027f000100b90502: Poncho|Poncho|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0280000100830502: Pudge|Pudge|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0281000101200502: Kody|Kody|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0282000101810502: Stitches|Stitches|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0282000101d60502: Stitches - Amiibo Festival|Stitches|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2015-11-13,eu.2015-11-20,jp.2015-11-21
0283000100c70502: Vladimir|Vladimir|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0284000102fe0502: Murphy|Murphy|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0286000103130502: Olive|Olive|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
02870001005a0502: Cheri|Cheri|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
028a000102e90502: June|June|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
028b000100e30502: Pekoe|Pekoe|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
028c0001013e0502: Chester|Chester|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
028d000101bd0502: Barold|Barold|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
028e0001019e0502: Tammy|Tammy|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
028f0101031a0502: Marty|Marty|Animal Crossing|Animal Crossing|Card|au.None,na.None,eu.2016-11-25,jp.2016-11-03
0299000100950502: Goose|Goose|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
029a000100ee0502: Benedict|Benedict|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
029b000100cb0502: Egbert|Egbert|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
029e0001013d0502: Ava|Ava|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02a2000101ba0502: Becky|Becky|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02a3000102ff0502: Plucky|Plucky|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
02a4000100720502: Knox|Knox|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02a50001018c0502: Broffina|Broffina|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02a6000101240502: Ken|Ken|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02b1000100690502: Patty|Patty|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02b2000100c40502: Tipper|Tipper|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02b70001030f0502: Norma|Norma|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
02b80001019c0502: Naomi|Naomi|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02c3000100dc0502: Alfonso|Alfonso|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02c4000100670502: Alli|Alli|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02c5000103080502: Boots|Boots|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
02c7000101220502: Del|Del|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02c9000100cd0502: Sly|Sly|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02ca000101ca0502: Gayle|Gayle|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02cb000101360502: Drago|Drago|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02d6000100560502: Fauna|Fauna|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02d7000101300502: Bam|Bam|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02d8000100e20502: Zell|Zell|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02d9000101c80502: Bruce|Bruce|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02da000101330502: Deirdre|Deirdre|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02db0001005e0502: Lopez|Lopez|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02dc000100be0502: Fuchsia|Fuchsia|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02dd000100ea0502: Beau|Beau|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02de0001009c0502: Diana|Diana|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02df000101910502: Erik|Erik|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02e00101031d0502: Chelsea|Chelsea|Animal Crossing|Animal Crossing|Card|au.None,na.None,eu.2016-11-25,jp.2016-11-03
02ea000101800502: Goldie|Goldie|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02ea000101d50502: Goldie - Amiibo Festival|Goldie|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2015-11-13,eu.2015-11-20,jp.2015-11-21
02eb000100de0502: Butch|Butch|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02ec000101c40502: Lucky|Lucky|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02ed0001015a0502: Biskit|Biskit|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02ee000101990502: Bones|Bones|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
02ef000100580502: Portia|Portia|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02f0000100a70502: Walker|Walker|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02f1000101450502: Daisy|Daisy|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02f2000100cc0502: Cookie|Cookie|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02f3000102f90502: Maddie|Maddie|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
02f4000103050502: Bea|Bea|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
02f8000101380502: Mac|Mac|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
02f9000101020502: Marcel|Marcel|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
02fa000100970502: Benjamin|Benjamin|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02fb000100900502: Cherry|Cherry|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
02fc0001018f0502: Shep|Shep|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0307000100640502: Bill|Bill|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
03080001014d0502: Joey|Joey|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0309000100c60502: Pate|Pate|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
030a000101c70502: Maelle|Maelle|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
030b000100790502: Deena|Deena|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
030c000101b80502: Pompom|Pompom|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
030d000101840502: Mallary|Mallary|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
030e0001012f0502: Freckles|Freckles|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
030f0001016d0502: Derwin|Derwin|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0310000100f80502: Drake|Drake|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0311000100d60502: Scoot|Scoot|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0312000103090502: Weber|Weber|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0313000101210502: Miranda|Miranda|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0314000102f40502: Ketchup|Ketchup|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0316000101c00502: Gloria|Gloria|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0317000100a60502: Molly|Molly|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
03180001006c0502: Quillson|Quillson|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0323000100760502: Opal|Opal|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0324000101890502: Dizzy|Dizzy|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
03250001010a0502: Big Top|Big Top|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
0326000101390502: Eloise|Eloise|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0327000101c30502: Margie|Margie|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
0328000102eb0502: Paolo|Paolo|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
03290001009d0502: Axel|Axel|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
032a000103070502: Ellie|Ellie|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
032c000101480502: Tucker|Tucker|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
032d000100bc0502: Tia|Tia|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
032e0101031c0502: Chai|Chai|Animal Crossing|Animal Crossing|Card|au.None,na.None,eu.2016-11-25,jp.2016-11-03
03380001011d0502: Lily|Lily|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0339000101b10502: Ribbot|Ribbot|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
033a000101cc0502: Frobert|Frobert|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
033b000100fa0502: Camofrog|Camofrog|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
033c000101000502: Drift|Drift|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
033d0001013a0502: Wart Jr.|Wart Jr.|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
033e000101a20502: Puddles|Puddles|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
033f0001008f0502: Jeremiah|Jeremiah|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
03410001030e0502: Tad|Tad|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0342000101280502: Cousteau|Cousteau|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0343000102ef0502: Huck|Huck|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
0344000100c50502: Prince|Prince|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
03450001005f0502: Jambette|Jambette|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0347000103020502: Raddle|Raddle|Animal Crossing|Animal Crossing|Card|au.2016-11-10,na.2016-12-02,eu.2016-11-11,jp.2016-11-03
03480001006b0502: Gigi|Gigi|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
03490001018d0502: Croque|Croque|Animal Crossing|Animal Crossing|Card|au.2016-06-18,na.2016-06-10,eu.None,jp.2016-03-24
034a000101430502: Diva|Diva|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
034b0001009f0502: Henry|Henry|Animal Crossing|Animal Crossing|Card|au.2015-10-03,na.2015-09-25,eu.2015-10-02,jp.2015-07-30
0356000101350502: Chevre|Chevre|Animal Crossing|Animal Crossing|Card|au.2016-03-19,na.2016-03-18,eu.2016-03-18,jp.2016-01-14
0357000100eb0502: Nan|Nan|Animal Crossing|Animal Crossing|Card|au.2015-11-21,na.2016-01-22,eu.2015-11-20,jp.2015-10-29
